"Station Name","POINT ATKINSON"
"Province","BRITISH COLUMBIA"
"Latitude","49.33"
"Longitude","-123.26"
"Elevation","14.00"
"Climate Identifier","1106200"
"WMO Identifier","71037"
"TC Identifier","WSB"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2006-11-02 00:00","2006","11","02","00:00"," ","8.3","","","M","","M","8","","4","","","","","M","","","","","NA"
"2006-11-02 01:00","2006","11","02","01:00"," ","8.2","","","M","","M","9","","6","","","","","M","","","","","NA"
"2006-11-02 02:00","2006","11","02","02:00"," ","8.5","","","M","","M","13","","6","","","","","M","","","","","NA"
"2006-11-02 03:00","2006","11","02","03:00"," ","8.1","","","M","","M","9","","2","","","","","M","","","","","NA"
"2006-11-02 04:00","2006","11","02","04:00"," ","7.9","","","M","","M","8","","7","","","","","M","","","","","NA"
"2006-11-02 05:00","2006","11","02","05:00"," ","8.1","","","M","","M","1","","4","","","","","M","","","","","NA"
"2006-11-02 06:00","2006","11","02","06:00"," ","10.7","","","M","","M","32","","7","","","","","M","","","","","NA"
"2006-11-02 07:00","2006","11","02","07:00"," ","9.0","","","M","","M","8","","6","","","","","M","","","","","NA"
"2006-11-02 08:00","2006","11","02","08:00"," ","8.3","","","M","","M","10","","11","","","","","M","","","","","NA"
"2006-11-02 09:00","2006","11","02","09:00"," ","7.9","","","M","","M","","","0","","","","","M","","","","","NA"
"2006-11-02 10:00","2006","11","02","10:00"," ","7.5","","","M","","M","31","","4","","","","","M","","","","","NA"
"2006-11-02 11:00","2006","11","02","11:00"," ","7.3","","","M","","M","23","","7","","","","","M","","","","","NA"
"2006-11-02 12:00","2006","11","02","12:00"," ","7.4","","","M","","M","10","","2","","","","","M","","","","","NA"
"2006-11-02 13:00","2006","11","02","13:00"," ","7.3","","","M","","M","9","","6","","","","","M","","","","","NA"
"2006-11-02 14:00","2006","11","02","14:00"," ","7.4","","","M","","M","","","0","","","","","M","","","","","NA"
"2006-11-02 15:00","2006","11","02","15:00"," ","7.6","","","M","","M","8","","2","","","","","M","","","","","NA"
"2006-11-02 16:00","2006","11","02","16:00"," ","7.6","","","M","","M","8","","2","","","","","M","","","","","NA"
"2006-11-02 17:00","2006","11","02","17:00"," ","7.8","","","M","","M","","","0","","","","","M","","","","","NA"
"2006-11-02 18:00","2006","11","02","18:00"," ","8.5","","","M","","M","32","","4","","","","","M","","","","","NA"
"2006-11-02 19:00","2006","11","02","19:00"," ","9.3","","","M","","M","33","","4","","","","","M","","","","","NA"
"2006-11-02 20:00","2006","11","02","20:00"," ","9.4","","","M","","M","8","","2","","","","","M","","","","","NA"
"2006-11-02 21:00","2006","11","02","21:00"," ","11.9","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-02 22:00","2006","11","02","22:00"," ","11.9","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-02 23:00","2006","11","02","23:00"," ","11.9","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-03 00:00","2006","11","03","00:00"," ","11.9","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-03 01:00","2006","11","03","01:00"," ","12.3","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-03 02:00","2006","11","03","02:00"," ","12.5","","","M","","M","10","","19","","","","","M","","","","","NA"
"2006-11-03 03:00","2006","11","03","03:00"," ","12.4","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-03 04:00","2006","11","03","04:00"," ","12.8","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-03 05:00","2006","11","03","05:00"," ","12.9","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-03 06:00","2006","11","03","06:00"," ","10.7","","","M","","M","14","","6","","","","","M","","","","","NA"
"2006-11-03 07:00","2006","11","03","07:00"," ","11.4","","","M","","M","14","","6","","","","","M","","","","","NA"
"2006-11-03 08:00","2006","11","03","08:00"," ","13.3","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-03 09:00","2006","11","03","09:00"," ","13.7","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-03 10:00","2006","11","03","10:00"," ","14.2","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-03 11:00","2006","11","03","11:00"," ","14.6","","","M","","M","9","","15","","","","","M","","","","","NA"
"2006-11-03 12:00","2006","11","03","12:00"," ","14.4","","","M","","M","8","","26","","","","","M","","","","","NA"
"2006-11-03 13:00","2006","11","03","13:00"," ","14.2","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-03 14:00","2006","11","03","14:00"," ","13.6","","","M","","M","31","","7","","","","","M","","","","","NA"
"2006-11-03 15:00","2006","11","03","15:00"," ","12.6","","","M","","M","31","","9","","","","","M","","","","","NA"
"2006-11-03 16:00","2006","11","03","16:00"," ","12.1","","","M","","M","31","","7","","","","","M","","","","","NA"
"2006-11-03 17:00","2006","11","03","17:00"," ","12.4","","","M","","M","31","","9","","","","","M","","","","","NA"
"2006-11-03 18:00","2006","11","03","18:00"," ","11.4","","","M","","M","34","","6","","","","","M","","","","","NA"
"2006-11-03 19:00","2006","11","03","19:00"," ","11.6","","","M","","M","33","","7","","","","","M","","","","","NA"
"2006-11-03 20:00","2006","11","03","20:00"," ","11.7","","","M","","M","","","0","","","","","M","","","","","NA"
"2006-11-03 21:00","2006","11","03","21:00"," ","11.2","","","M","","M","32","","2","","","","","M","","","","","NA"
"2006-11-03 22:00","2006","11","03","22:00"," ","11.7","","","M","","M","16","","2","","","","","M","","","","","NA"
"2006-11-03 23:00","2006","11","03","23:00"," ","13.9","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-04 00:00","2006","11","04","00:00"," ","14.4","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-04 01:00","2006","11","04","01:00"," ","14.0","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-04 02:00","2006","11","04","02:00"," ","14.2","","","M","","M","9","","33","","","","","M","","","","","NA"
"2006-11-04 03:00","2006","11","04","03:00"," ","14.3","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-04 04:00","2006","11","04","04:00"," ","14.6","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-04 05:00","2006","11","04","05:00"," ","14.7","","","M","","M","8","","30","","","","","M","","","","","NA"
"2006-11-04 06:00","2006","11","04","06:00"," ","14.4","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-04 07:00","2006","11","04","07:00"," ","14.8","","","M","","M","9","","33","","","","","M","","","","","NA"
"2006-11-04 08:00","2006","11","04","08:00"," ","14.6","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-04 09:00","2006","11","04","09:00"," ","13.6","","","M","","M","10","","33","","","","","M","","","","","NA"
"2006-11-04 10:00","2006","11","04","10:00"," ","13.6","","","M","","M","10","","41","","","","","M","","","","","NA"
"2006-11-04 11:00","2006","11","04","11:00"," ","13.7","","","M","","M","9","","41","","","","","M","","","","","NA"
"2006-11-04 12:00","2006","11","04","12:00"," ","13.5","","","M","","M","9","","52","","","","","M","","","","","NA"
"2006-11-04 13:00","2006","11","04","13:00"," ","13.6","","","M","","M","10","","46","","","","","M","","","","","NA"
"2006-11-04 14:00","2006","11","04","14:00"," ","14.4","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-04 15:00","2006","11","04","15:00"," ","14.8","","","M","","M","10","","24","","","","","M","","","","","NA"
"2006-11-04 16:00","2006","11","04","16:00"," ","14.9","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-04 17:00","2006","11","04","17:00"," ","14.8","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-04 18:00","2006","11","04","18:00"," ","13.9","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-04 19:00","2006","11","04","19:00"," ","14.0","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-04 20:00","2006","11","04","20:00"," ","14.0","","","M","","M","10","","24","","","","","M","","","","","NA"
"2006-11-04 21:00","2006","11","04","21:00"," ","14.2","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-04 22:00","2006","11","04","22:00"," ","13.7","","","M","","M","10","","28","","","","","M","","","","","NA"
"2006-11-04 23:00","2006","11","04","23:00"," ","13.5","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-05 00:00","2006","11","05","00:00"," ","13.3","","","M","","M","10","","15","","","","","M","","","","","NA"
"2006-11-05 01:00","2006","11","05","01:00"," ","13.2","","","M","","M","8","","15","","","","","M","","","","","NA"
"2006-11-05 02:00","2006","11","05","02:00"," ","13.2","","","M","","M","9","","15","","","","","M","","","","","NA"
"2006-11-05 03:00","2006","11","05","03:00"," ","13.0","","","M","","M","8","","11","","","","","M","","","","","NA"
"2006-11-05 04:00","2006","11","05","04:00"," ","13.3","","","M","","M","8","","7","","","","","M","","","","","NA"
"2006-11-05 05:00","2006","11","05","05:00"," ","12.5","","","M","","M","9","","9","","","","","M","","","","","NA"
"2006-11-05 06:00","2006","11","05","06:00"," ","12.1","","","M","","M","8","","15","","","","","M","","","","","NA"
"2006-11-05 07:00","2006","11","05","07:00"," ","12.3","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-05 08:00","2006","11","05","08:00"," ","12.2","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-05 09:00","2006","11","05","09:00"," ","12.4","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-05 10:00","2006","11","05","10:00"," ","12.9","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-05 11:00","2006","11","05","11:00"," ","13.3","","","M","","M","9","","11","","","","","M","","","","","NA"
"2006-11-05 12:00","2006","11","05","12:00"," ","12.6","","","M","","M","10","","24","","","","","M","","","","","NA"
"2006-11-05 13:00","2006","11","05","13:00"," ","12.6","","","M","","M","10","","22","","","","","M","","","","","NA"
"2006-11-05 14:00","2006","11","05","14:00"," ","13.7","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-05 15:00","2006","11","05","15:00"," ","14.0","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-05 16:00","2006","11","05","16:00"," ","13.7","","","M","","M","8","","26","","","","","M","","","","","NA"
"2006-11-05 17:00","2006","11","05","17:00"," ","12.8","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-05 18:00","2006","11","05","18:00"," ","13.4","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-05 19:00","2006","11","05","19:00"," ","13.0","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-05 20:00","2006","11","05","20:00"," ","12.8","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-05 21:00","2006","11","05","21:00"," ","13.1","","","M","","M","9","","13","","","","","M","","","","","NA"
"2006-11-05 22:00","2006","11","05","22:00"," ","14.1","","","M","","M","9","","30","","","","","M","","","","","NA"
"2006-11-05 23:00","2006","11","05","23:00"," ","13.6","","","M","","M","9","","41","","","","","M","","","","","NA"
"2006-11-06 00:00","2006","11","06","00:00"," ","14.1","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 01:00","2006","11","06","01:00"," ","14.8","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-06 02:00","2006","11","06","02:00"," ","14.1","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-06 03:00","2006","11","06","03:00"," ","15.6","","","M","","M","10","","28","","","","","M","","","","","NA"
"2006-11-06 04:00","2006","11","06","04:00"," ","15.6","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-06 05:00","2006","11","06","05:00"," ","14.9","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 06:00","2006","11","06","06:00"," ","15.5","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-06 07:00","2006","11","06","07:00"," ","15.0","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-06 08:00","2006","11","06","08:00"," ","15.9","","","M","","M","8","","22","","","","","M","","","","","NA"
"2006-11-06 09:00","2006","11","06","09:00"," ","16.3","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 10:00","2006","11","06","10:00"," ","16.2","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-06 11:00","2006","11","06","11:00"," ","16.0","","","M","","M","10","","22","","","","","M","","","","","NA"
"2006-11-06 12:00","2006","11","06","12:00"," ","16.2","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-06 13:00","2006","11","06","13:00"," ","16.3","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-06 14:00","2006","11","06","14:00"," ","16.7","","","M","","M","9","","33","","","","","M","","","","","NA"
"2006-11-06 15:00","2006","11","06","15:00"," ","16.5","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-06 16:00","2006","11","06","16:00"," ","16.8","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 17:00","2006","11","06","17:00"," ","17.2","","","M","","M","8","","17","","","","","M","","","","","NA"
"2006-11-06 18:00","2006","11","06","18:00"," ","16.6","","","M","","M","8","","17","","","","","M","","","","","NA"
"2006-11-06 19:00","2006","11","06","19:00"," ","16.7","","","M","","M","9","","15","","","","","M","","","","","NA"
"2006-11-06 20:00","2006","11","06","20:00"," ","15.1","","","M","","M","9","","13","","","","","M","","","","","NA"
"2006-11-06 21:00","2006","11","06","21:00"," ","15.7","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 22:00","2006","11","06","22:00"," ","16.1","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-06 23:00","2006","11","06","23:00"," ","15.9","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-07 00:00","2006","11","07","00:00"," ","16.1","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-07 01:00","2006","11","07","01:00"," ","15.8","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-07 02:00","2006","11","07","02:00"," ","15.1","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-07 03:00","2006","11","07","03:00"," ","15.1","","","M","","M","8","","20","","","","","M","","","","","NA"
"2006-11-07 04:00","2006","11","07","04:00"," ","14.9","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-07 05:00","2006","11","07","05:00"," ","15.1","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-07 06:00","2006","11","07","06:00"," ","14.1","","","M","","M","10","","15","","","","","M","","","","","NA"
"2006-11-07 07:00","2006","11","07","07:00"," ","14.2","","","M","","M","9","","22","","","","","M","","","","","NA"
"2006-11-07 08:00","2006","11","07","08:00"," ","13.7","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-07 09:00","2006","11","07","09:00"," ","13.1","","","M","","M","10","","17","","","","","M","","","","","NA"
"2006-11-07 10:00","2006","11","07","10:00"," ","13.6","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-07 11:00","2006","11","07","11:00"," ","14.1","","","M","","M","9","","15","","","","","M","","","","","NA"
"2006-11-07 12:00","2006","11","07","12:00"," ","14.5","","","M","","M","8","","9","","","","","M","","","","","NA"
"2006-11-07 13:00","2006","11","07","13:00"," ","13.9","","","M","","M","9","","11","","","","","M","","","","","NA"
"2006-11-07 14:00","2006","11","07","14:00"," ","14.9","","","M","","M","9","","11","","","","","M","","","","","NA"
"2006-11-07 15:00","2006","11","07","15:00"," ","15.0","","","M","","M","13","","4","","","","","M","","","","","NA"
"2006-11-07 16:00","2006","11","07","16:00"," ","13.6","","","M","","M","28","","24","","","","","M","","","","","NA"
"2006-11-07 17:00","2006","11","07","17:00"," ","13.3","","","M","","M","27","","20","","","","","M","","","","","NA"
"2006-11-07 18:00","2006","11","07","18:00"," ","12.8","","","M","","M","30","","6","","","","","M","","","","","NA"
"2006-11-07 19:00","2006","11","07","19:00"," ","12.9","","","M","","M","26","","4","","","","","M","","","","","NA"
"2006-11-07 20:00","2006","11","07","20:00"," ","12.1","","","M","","M","9","","9","","","","","M","","","","","NA"
"2006-11-07 21:00","2006","11","07","21:00"," ","11.8","","","M","","M","11","","11","","","","","M","","","","","NA"
"2006-11-07 22:00","2006","11","07","22:00"," ","11.8","","","M","","M","9","","11","","","","","M","","","","","NA"
"2006-11-07 23:00","2006","11","07","23:00"," ","11.8","","","M","","M","9","","9","","","","","M","","","","","NA"
"2006-11-08 00:00","2006","11","08","00:00"," ","11.6","","","M","","M","10","","6","","","","","M","","","","","NA"
"2006-11-08 01:00","2006","11","08","01:00"," ","11.3","","","M","","M","23","","9","","","","","M","","","","","NA"
"2006-11-08 02:00","2006","11","08","02:00"," ","10.9","","","M","","M","9","","6","","","","","M","","","","","NA"
"2006-11-08 03:00","2006","11","08","03:00"," ","10.6","","","M","","M","","","0","","","","","M","","","","","NA"
"2006-11-08 04:00","2006","11","08","04:00"," ","10.4","","","M","","M","36","","2","","","","","M","","","","","NA"
"2006-11-08 05:00","2006","11","08","05:00"," ","9.8","","","M","","M","10","","4","","","","","M","","","","","NA"
"2006-11-08 06:00","2006","11","08","06:00"," ","9.7","","","M","","M","8","","6","","","","","M","","","","","NA"
"2006-11-08 07:00","2006","11","08","07:00"," ","10.2","","","M","","M","8","","2","","","","","M","","","","","NA"
"2006-11-08 08:00","2006","11","08","08:00"," ","10.5","","","M","","M","9","","4","","","","","M","","","","","NA"
"2006-11-08 09:00","2006","11","08","09:00"," ","10.1","","","M","","M","9","","6","","","","","M","","","","","NA"
"2006-11-08 10:00","2006","11","08","10:00"," ","11.1","","","M","","M","11","","6","","","","","M","","","","","NA"
"2006-11-08 11:00","2006","11","08","11:00"," ","10.7","","","M","","M","22","","6","","","","","M","","","","","NA"
"2006-11-08 12:00","2006","11","08","12:00"," ","10.0","","","M","","M","26","","11","","","","","M","","","","","NA"
"2006-11-08 13:00","2006","11","08","13:00"," ","10.2","","","M","","M","26","","6","","","","","M","","","","","NA"
"2006-11-08 14:00","2006","11","08","14:00"," ","10.2","","","M","","M","23","","2","","","","","M","","","","","NA"
"2006-11-08 15:00","2006","11","08","15:00"," ","10.1","","","M","","M","28","","6","","","","","M","","","","","NA"
"2006-11-08 16:00","2006","11","08","16:00"," ","10.2","","","M","","M","30","","4","","","","","M","","","","","NA"
"2006-11-08 17:00","2006","11","08","17:00"," ","9.9","","","M","","M","34","","2","","","","","M","","","","","NA"
"2006-11-08 18:00","2006","11","08","18:00"," ","9.7","","","M","","M","33","","6","","","","","M","","","","","NA"
"2006-11-08 19:00","2006","11","08","19:00"," ","9.2","","","M","","M","29","","7","","","","","M","","","","","NA"
"2006-11-08 20:00","2006","11","08","20:00"," ","8.9","","","M","","M","29","","6","","","","","M","","","","","NA"
"2006-11-08 21:00","2006","11","08","21:00"," ","8.5","","","M","","M","33","","7","","","","","M","","","","","NA"
"2006-11-08 22:00","2006","11","08","22:00"," ","8.5","","","M","","M","31","","4","","","","","M","","","","","NA"
"2006-11-08 23:00","2006","11","08","23:00"," ","8.4","","","M","","M","31","","4","","","","","M","","","","","NA"
"2006-11-09 00:00","2006","11","09","00:00"," ","8.4","","","M","","M","32","","4","","","","","M","","","","","NA"
"2006-11-09 01:00","2006","11","09","01:00"," ","8.0","","","M","","M","33","","6","","","","","M","","","","","NA"
"2006-11-09 02:00","2006","11","09","02:00"," ","7.6","","","M","","M","31","","6","","","","","M","","","","","NA"
"2006-11-09 03:00","2006","11","09","03:00"," ","7.5","","","M","","M","31","","7","","","","","M","","","","","NA"
"2006-11-09 04:00","2006","11","09","04:00"," ","7.4","","","M","","M","1","","2","","","","","M","","","","","NA"
"2006-11-09 05:00","2006","11","09","05:00"," ","7.7","","","M","","M","32","","4","","","","","M","","","","","NA"
"2006-11-09 06:00","2006","11","09","06:00"," ","7.4","","","M","","M","34","","6","","","","","M","","","","","NA"
"2006-11-09 07:00","2006","11","09","07:00"," ","7.2","","","M","","M","33","","4","","","","","M","","","","","NA"
"2006-11-09 08:00","2006","11","09","08:00"," ","7.4","","","M","","M","33","","4","","","","","M","","","","","NA"
"2006-11-09 09:00","2006","11","09","09:00"," ","8.1","","","M","","M","31","","2","","","","","M","","","","","NA"
"2006-11-09 10:00","2006","11","09","10:00"," ","8.8","","","M","","M","23","","2","","","","","M","","","","","NA"
"2006-11-09 11:00","2006","11","09","11:00"," ","9.8","","","M","","M","9","","17","","","","","M","","","","","NA"
"2006-11-09 12:00","2006","11","09","12:00"," ","10.2","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-09 13:00","2006","11","09","13:00"," ","9.9","","","M","","M","9","","20","","","","","M","","","","","NA"
"2006-11-09 14:00","2006","11","09","14:00"," ","10.4","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-09 15:00","2006","11","09","15:00"," ","10.4","","","M","","M","9","","19","","","","","M","","","","","NA"
"2006-11-09 16:00","2006","11","09","16:00"," ","10.4","","","M","","M","10","","19","","","","","M","","","","","NA"
"2006-11-09 17:00","2006","11","09","17:00"," ","10.1","","","M","","M","9","","24","","","","","M","","","","","NA"
"2006-11-09 18:00","2006","11","09","18:00"," ","10.1","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-09 19:00","2006","11","09","19:00"," ","9.5","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-09 20:00","2006","11","09","20:00"," ","9.7","","","M","","M","9","","32","","","","","M","","","","","NA"
"2006-11-09 21:00","2006","11","09","21:00"," ","10.1","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-09 22:00","2006","11","09","22:00"," ","10.4","","","M","","M","9","","35","","","","","M","","","","","NA"
"2006-11-09 23:00","2006","11","09","23:00"," ","10.7","","","M","","M","9","","39","","","","","M","","","","","NA"
"2006-11-10 00:00","2006","11","10","00:00"," ","10.8","","","M","","M","9","","43","","","","","M","","","","","NA"
"2006-11-10 01:00","2006","11","10","01:00"," ","11.2","","","M","","M","9","","48","","","","","M","","","","","NA"
"2006-11-10 02:00","2006","11","10","02:00"," ","11.1","","","M","","M","9","","56","","","","","M","","","","","NA"
"2006-11-10 03:00","2006","11","10","03:00"," ","10.6","","","M","","M","9","","57","","","","","M","","","","","NA"
"2006-11-10 04:00","2006","11","10","04:00"," ","9.5","","","M","","M","9","","61","","","","","M","","","","","NA"
"2006-11-10 05:00","2006","11","10","05:00"," ","8.1","","","M","","M","9","","65","","","","","M","","","","","NA"
"2006-11-10 06:00","2006","11","10","06:00"," ","7.4","","","M","","M","9","","69","","","","","M","","","","","NA"
"2006-11-10 07:00","2006","11","10","07:00"," ","6.6","","","M","","M","9","","61","","","","","M","","","","","NA"
"2006-11-10 08:00","2006","11","10","08:00"," ","7.5","","","M","","M","9","","54","","","","","M","","","","","NA"
"2006-11-10 09:00","2006","11","10","09:00"," ","7.7","","","M","","M","9","","44","","","","","M","","","","","NA"
"2006-11-10 10:00","2006","11","10","10:00"," ","7.4","","","M","","M","8","","35","","","","","M","","","","","NA"
"2006-11-10 11:00","2006","11","10","11:00"," ","8.1","","","M","","M","9","","28","","","","","M","","","","","NA"
"2006-11-10 12:00","2006","11","10","12:00"," ","7.8","","","M","","M","8","","20","","","","","M","","","","","NA"
"2006-11-10 13:00","2006","11","10","13:00"," ","8.1","","","M","","M","8","","13","","","","","M","","","","","NA"
"2006-11-10 14:00","2006","11","10","14:00"," ","8.8","","","M","","M","9","","26","","","","","M","","","","","NA"
"2006-11-10 15:00","2006","11","10","15:00"," ","8.8","","","M","","M","11","","11","","","","","M","","","","","NA"
"2006-11-10 16:00","2006","11","10","16:00"," ","8.5","","","M","","M","10","","13","","","","","M","","","","","NA"
"2006-11-10 17:00","2006","11","10","17:00"," ","8.6","","","M","","M","10","","19","","","","","M","","","","","NA"
"2006-11-10 18:00","2006","11","10","18:00"," ","8.2","","","M","","M","10","","22","","","","","M","","","","","NA"
